index,Sepal.Width*10,Petal.Length,other,Petal.Width,random
2145,355.8,1974.7,94,1993,8.93
2146,356.8,1975.7,95,1994,8.3
2147,357.8,1976.7,96,1995,9.68
2148,358.8,1977.7,97,1996,5.56
2149,359.8,1978.7,98,1997,5.57
2150,360.8,1979.7,99,1998,5.62
2151,361.8,1980.7,100,1999,9.47
2152,362.8,1981.7,101,2000,8.56
2153,363.8,1982.7,102,2001,9.66
2154,364.8,1983.7,103,2002,6.48
2155,365.8,1984.7,104,2003,8.19
2156,366.8,1985.7,105,2004,7.45
2157,367.8,1986.7,106,2005,8.46
2158,368.8,1987.7,107,2006,9.21
2159,369.8,1988.7,108,2007,6.44
2160,370.8,1989.7,109,2008,5.21
2161,371.8,1990.7,110,2009,5.32
2162,372.8,1991.7,111,2010,8.67
2163,373.8,1992.7,112,2011,7.91
2164,374.8,1993.7,113,2012,7.91
2165,375.8,1994.7,114,2013,6.41
2166,376.8,1995.7,115,2014,5.68
2167,377.8,1996.7,116,2015,7.49
2168,378.8,1997.7,117,2016,5.13
2169,379.8,1998.7,118,2017,8.85
2170,380.8,1999.7,119,2018,7.8
2171,381.8,2000.7,120,2019,6.07
2172,382.8,2001.7,26,2020,6.63
2173,383.8,2002.7,27,2021,8.31
2174,384.8,2003.7,28,2022,9.78
2175,385.8,2004.7,29,2023,6.41
2176,386.8,2005.7,30,2024,6.72
2177,387.8,2006.7,31,2025,9.52
2178,388.8,2007.7,32,2026,6.17
